,vehicle_id,name,location,origin_zone,days_between_charges,charging_demand,arrival_time,departure_time,idling_duration,charging_power,strategy
255,599,PHEV,work,4_4,1.0,3.241315622238397,8.01786548299913,20.21295749777008,12.195092014770951,11.0,dumb
256,605,BEV,work,2_4,1.0959468640556143,7.939908629572477,8.59016301224227,18.049851934872468,9.459688922630198,7.4,dumb
257,609,PHEV,work,1_4,1.0,4.579141887239957,7.869238680704878,17.254533751265114,9.385295070560236,7.4,dumb
258,610,BEV,work,3_0,4.193068066430386,19.200717328271278,9.587595635988867,20.599729316931935,11.012133680943068,7.4,dumb
259,612,BEV,work,3_2,3.7538745787644836,17.189581360059034,9.42028725338443,17.885938827339775,8.465651573955345,7.4,dumb
260,613,PHEV,work,3_5,1.0,3.2346005159194435,7.667327125614343,14.71880132303227,7.051474197417927,7.4,dumb
261,614,PHEV,work,2_4,1.0,3.2412960293490793,7.532891142279254,22.034950394503632,14.502059252224377,11.0,dumb
262,615,BEV,work,2_5,1.0,7.235779798915246,10.515379316777931,12.287509802517626,1.7721304857396944,7.4,dumb
263,616,PHEV,work,1_2,1.7946062175343742,5.816850006728973,9.560199204169676,16.48593767089379,6.925738466724114,11.0,dumb
264,622,BEV,work,4_3,1.9221000389241996,8.801622003248099,7.774148280804876,13.306606499882692,5.532458219077816,7.4,dumb
265,626,PHEV,work,2_3,1.9697660823795606,6.371387129196737,9.933836533524943,15.525957468685476,5.592120935160533,7.4,dumb
266,627,BEV,work,1_3,2.2117497544019504,10.127915944455058,7.005055452738035,17.397099554711524,10.39204410197349,11.0,dumb
267,628,BEV,work,5_4,2.024196511334183,20.743596896427054,7.899640650171277,20.411751127410426,12.51211047723915,11.0,dumb
268,629,BEV,work,1_4,1.9339845917987764,14.01127649791724,9.695699714659327,18.64091385886459,8.945214144205263,7.4,dumb
